cheque_number,account_number,status,payee_name,amount_limit
002117,9000010021,ISSUED,Willow Traders,500000.0
002118,9000010021,ISSUED,Dara Reyes,500000.0
002119,9000010021,ISSUED,Dara Reyes,500000.0
002120,9000010021,ISSUED,Willow Traders,500000.0
002121,9000010021,ISSUED,Willow Traders,500000.0
002122,9000010021,ISSUED,Ingrid Reyes,500000.0
002123,9000010021,ISSUED,Nora Silva,500000.0
002124,9000010021,ISSUED,Ingrid Reyes,500000.0
002125,9000010021,ISSUED,Nora Silva,500000.0
002126,9000010021,ISSUED,Dara Reyes,500000.0
002127,9000010021,ISSUED,Dara Reyes,500000.0
002128,9000010021,ISSUED,Ingrid Reyes,500000.0
002129,9000010021,ISSUED,Ingrid Reyes,500000.0
002130,9000010021,ISSUED,Nora Silva,500000.0
002131,9000010021,ISSUED,Dara Reyes,500000.0
002132,9000010021,ISSUED,Nora Silva,500000.0
002133,9000010021,ISSUED,Ingrid Reyes,500000.0
002134,9000010021,ISSUED,Dara Reyes,500000.0
002135,9000010021,ISSUED,Dara Reyes,500000.0
002136,9000010021,ISSUED,Dara Reyes,500000.0
002137,9000010021,ISSUED,Ingrid Reyes,500000.0
002138,9000010021,ISSUED,Dara Reyes,500000.0
002139,9000010021,ISSUED,Ingrid Reyes,500000.0
002140,9000010021,ISSUED,Nora Silva,500000.0
002141,9000010021,ISSUED,Ingrid Reyes,500000.0
002142,9000010021,ISSUED,Ingrid Reyes,500000.0
002143,9000010021,ISSUED,Willow Traders,500000.0
002144,9000010021,ISSUED,Willow Traders,500000.0
002145,9000010021,ISSUED,Willow Traders,500000.0
002146,9000010021,ISSUED,Dara Reyes,500000.0
002147,9000010021,ISSUED,Willow Traders,500000.0
002148,9000010021,ISSUED,Dara Reyes,500000.0
002149,9000010021,ISSUED,Nora Silva,500000.0
002200,9000010022,ISSUED,Sanjay Garcia,500000.0
002201,9000010022,ISSUED,Sanjay Garcia,500000.0
002202,9000010022,ISSUED,Diego Okafor,500000.0
002203,9000010022,ISSUED,Sanjay Garcia,500000.0
002204,9000010022,ISSUED,Ingrid Reyes,500000.0
002205,9000010022,ISSUED,Ingrid Reyes,500000.0
002206,9000010022,ISSUED,Diego Okafor,500000.0
002207,9000010022,ISSUED,Sanjay Garcia,500000.0
002208,9000010022,ISSUED,Diego Okafor,500000.0
002209,9000010022,ISSUED,Foundry Systems,500000.0
002210,9000010022,ISSUED,Foundry Systems,500000.0
002211,9000010022,ISSUED,Sanjay Garcia,500000.0
002212,9000010022,ISSUED,Diego Okafor,500000.0
002213,9000010022,ISSUED,Ingrid Reyes,500000.0
002214,9000010022,ISSUED,Diego Okafor,500000.0
002215,9000010022,ISSUED,Diego Okafor,500000.0
002216,9000010022,ISSUED,Sanjay Garcia,500000.0
002217,9000010022,ISSUED,Sanjay Garcia,500000.0
002218,9000010022,ISSUED,Foundry Systems,500000.0
002219,9000010022,ISSUED,Ingrid Reyes,500000.0
002220,9000010022,ISSUED,Foundry Systems,500000.0
002221,9000010022,ISSUED,Diego Okafor,500000.0
002222,9000010022,ISSUED,Foundry Systems,500000.0
002223,9000010022,ISSUED,Ingrid Reyes,500000.0
002224,9000010022,ISSUED,Ingrid Reyes,500000.0
002225,9000010022,ISSUED,Diego Okafor,500000.0
002226,9000010022,ISSUED,Sanjay Garcia,500000.0
002227,9000010022,ISSUED,Sanjay Garcia,500000.0
002228,9000010022,ISSUED,Sanjay Garcia,500000.0
002229,9000010022,ISSUED,Sanjay Garcia,500000.0
002230,9000010022,ISSUED,Ingrid Reyes,500000.0
002231,9000010022,ISSUED,Ingrid Reyes,500000.0
002232,9000010022,ISSUED,Diego Okafor,500000.0
002233,9000010022,ISSUED,Foundry Systems,500000.0
002234,9000010022,ISSUED,Ingrid Reyes,500000.0
002235,9000010022,ISSUED,Diego Okafor,500000.0
002236,9000010022,ISSUED,Ingrid Reyes,500000.0
002237,9000010022,ISSUED,Diego Okafor,500000.0
002238,9000010022,ISSUED,Foundry Systems,500000.0
002239,9000010022,ISSUED,Sanjay Garcia,500000.0
002240,9000010022,ISSUED,Ingrid Reyes,500000.0
002241,9000010022,ISSUED,Ingrid Reyes,500000.0
002242,9000010022,ISSUED,Diego Okafor,500000.0
002243,9000010022,ISSUED,Ingrid Reyes,500000.0
002244,9000010022,ISSUED,Foundry Systems,500000.0
002245,9000010022,ISSUED,Ingrid Reyes,500000.0
002246,9000010022,ISSUED,Ingrid Reyes,500000.0
002247,9000010022,ISSUED,Ingrid Reyes,500000.0
002248,9000010022,ISSUED,Diego Okafor,500000.0
002249,9000010022,ISSUED,Diego Okafor,500000.0
002300,9000010023,ISSUED,Diego Okafor,500000.0
002301,9000010023,ISSUED,Diego Okafor,500000.0
002302,9000010023,ISSUED,Fatima Petrov,500000.0
002303,9000010023,ISSUED,Diego Okafor,500000.0
002304,9000010023,ISSUED,Kwame Johnson,500000.0
002305,9000010023,ISSUED,Fatima Petrov,500000.0
002306,9000010023,ISSUED,Fatima Petrov,500000.0
002307,9000010023,ISSUED,Grace Rossi,500000.0
002308,9000010023,ISSUED,Diego Okafor,500000.0
002309,9000010023,ISSUED,Kwame Johnson,500000.0
002310,9000010023,ISSUED,Diego Okafor,500000.0
002311,9000010023,ISSUED,Kwame Johnson,500000.0
002312,9000010023,ISSUED,Kwame Johnson,500000.0
002313,9000010023,ISSUED,Diego Okafor,500000.0
002314,9000010023,ISSUED,Grace Rossi,500000.0
002315,9000010023,ISSUED,Fatima Petrov,500000.0
002316,9000010023,ISSUED,Diego Okafor,500000.0
002317,9000010023,ISSUED,Fatima Petrov,500000.0
002318,9000010023,ISSUED,Kwame Johnson,500000.0
002319,9000010023,ISSUED,Kwame Johnson,500000.0
002320,9000010023,ISSUED,Diego Okafor,500000.0
002321,9000010023,ISSUED,Kwame Johnson,500000.0
002322,9000010023,ISSUED,Kwame Johnson,500000.0
002323,9000010023,ISSUED,Fatima Petrov,500000.0
002324,9000010023,ISSUED,Grace Rossi,500000.0
002325,9000010023,ISSUED,Diego Okafor,500000.0
002326,9000010023,ISSUED,Fatima Petrov,500000.0
002327,9000010023,ISSUED,Kwame Johnson,500000.0
002328,9000010023,ISSUED,Grace Rossi,500000.0
002329,9000010023,ISSUED,Fatima Petrov,500000.0
002330,9000010023,ISSUED,Kwame Johnson,500000.0
002331,9000010023,ISSUED,Fatima Petrov,500000.0
002332,9000010023,ISSUED,Grace Rossi,500000.0
002333,9000010023,ISSUED,Grace Rossi,500000.0
002334,9000010023,ISSUED,Grace Rossi,500000.0
002335,9000010023,ISSUED,Diego Okafor,500000.0
002336,9000010023,ISSUED,Diego Okafor,500000.0
002337,9000010023,ISSUED,Fatima Petrov,500000.0
002338,9000010023,ISSUED,Fatima Petrov,500000.0
002339,9000010023,ISSUED,Grace Rossi,500000.0
002340,9000010023,ISSUED,Grace Rossi,500000.0
002341,9000010023,ISSUED,Kwame Johnson,500000.0
002342,9000010023,ISSUED,Diego Okafor,500000.0
002343,9000010023,ISSUED,Diego Okafor,500000.0
002344,9000010023,ISSUED,Kwame Johnson,500000.0
002345,9000010023,ISSUED,Kwame Johnson,500000.0
002346,9000010023,ISSUED,Diego Okafor,500000.0
002347,9000010023,ISSUED,Grace Rossi,500000.0
002348,9000010023,ISSUED,Fatima Petrov,500000.0
002349,9000010023,ISSUED,Kwame Johnson,500000.0
002400,9000010024,ISSUED,Diego Okafor,500000.0
002401,9000010024,ISSUED,Ironwood Holdings,500000.0
002402,9000010024,ISSUED,Foundry Systems,500000.0
002403,9000010024,ISSUED,Foundry Systems,500000.0
002404,9000010024,ISSUED,Ironwood Holdings,500000.0
002405,9000010024,ISSUED,Beacon Partners,500000.0
002406,9000010024,ISSUED,Ironwood Holdings,500000.0
002407,9000010024,ISSUED,Beacon Partners,500000.0
002408,9000010024,ISSUED,Beacon Partners,500000.0
002409,9000010024,ISSUED,Foundry Systems,500000.0
002410,9000010024,ISSUED,Foundry Systems,500000.0
002411,9000010024,ISSUED,Diego Okafor,500000.0
002412,9000010024,ISSUED,Beacon Partners,500000.0
002413,9000010024,ISSUED,Foundry Systems,500000.0
002414,9000010024,ISSUED,Beacon Partners,500000.0
002415,9000010024,ISSUED,Foundry Systems,500000.0
002416,9000010024,ISSUED,Foundry Systems,500000.0
002417,9000010024,ISSUED,Beacon Partners,500000.0
002418,9000010024,ISSUED,Diego Okafor,500000.0
002419,9000010024,ISSUED,Foundry Systems,500000.0
002420,9000010024,ISSUED,Diego Okafor,500000.0
002421,9000010024,ISSUED,Ironwood Holdings,500000.0
002422,9000010024,ISSUED,Foundry Systems,500000.0
002423,9000010024,ISSUED,Diego Okafor,500000.0
002424,9000010024,ISSUED,Diego Okafor,500000.0
002425,9000010024,ISSUED,Ironwood Holdings,500000.0
002426,9000010024,ISSUED,Ironwood Holdings,500000.0
002427,9000010024,ISSUED,Foundry Systems,500000.0
002428,9000010024,ISSUED,Diego Okafor,500000.0
002429,9000010024,ISSUED,Ironwood Holdings,500000.0
002430,9000010024,ISSUED,Ironwood Holdings,500000.0
002431,9000010024,ISSUED,Ironwood Holdings,500000.0
002432,9000010024,ISSUED,Beacon Partners,500000.0
002433,9000010024,ISSUED,Foundry Systems,500000.0
002434,9000010024,ISSUED,Foundry Systems,500000.0
002435,9000010024,ISSUED,Ironwood Holdings,500000.0
002436,9000010024,ISSUED,Diego Okafor,500000.0
002437,9000010024,ISSUED,Diego Okafor,500000.0
002438,9000010024,ISSUED,Diego Okafor,500000.0
002439,9000010024,ISSUED,Foundry Systems,500000.0
002440,9000010024,ISSUED,Diego Okafor,500000.0
002441,9000010024,ISSUED,Diego Okafor,500000.0
002442,9000010024,ISSUED,Diego Okafor,500000.0
002443,9000010024,ISSUED,Ironwood Holdings,500000.0
002444,9000010024,ISSUED,Diego Okafor,500000.0
002445,9000010024,ISSUED,Beacon Partners,500000.0
002446,9000010024,ISSUED,Ironwood Holdings,500000.0
002447,9000010024,ISSUED,Diego Okafor,500000.0
002448,9000010024,ISSUED,Foundry Systems,500000.0
002449,9000010024,ISSUED,Ironwood Holdings,500000.0
002500,9000010025,ISSUED,Diego Okafor,500000.0
002501,9000010025,ISSUED,Willow Traders,500000.0
002502,9000010025,ISSUED,Ingrid Reyes,500000.0
002503,9000010025,ISSUED,Foundry Supplies,500000.0
002504,9000010025,ISSUED,Foundry Supplies,500000.0
002505,9000010025,ISSUED,Foundry Supplies,500000.0
002506,9000010025,ISSUED,Willow Traders,500000.0
002507,9000010025,ISSUED,Willow Traders,500000.0
002508,9000010025,ISSUED,Ingrid Reyes,500000.0
002509,9000010025,ISSUED,Foundry Supplies,500000.0
002510,9000010025,ISSUED,Willow Traders,500000.0
002511,9000010025,ISSUED,Foundry Supplies,500000.0
002512,9000010025,ISSUED,Foundry Supplies,500000.0
002513,9000010025,ISSUED,Foundry Supplies,500000.0
002514,9000010025,ISSUED,Willow Traders,500000.0
002515,9000010025,ISSUED,Ingrid Reyes,500000.0
002516,9000010025,ISSUED,Willow Traders,500000.0
002517,9000010025,ISSUED,Ingrid Reyes,500000.0
002518,9000010025,ISSUED,Ingrid Reyes,500000.0
002519,9000010025,ISSUED,Diego Okafor,500000.0
002520,9000010025,ISSUED,Willow Traders,500000.0
002521,9000010025,ISSUED,Willow Traders,500000.0
002522,9000010025,ISSUED,Diego Okafor,500000.0
002523,9000010025,ISSUED,Foundry Supplies,500000.0
002524,9000010025,ISSUED,Willow Traders,500000.0
002525,9000010025,ISSUED,Willow Traders,500000.0
002526,9000010025,ISSUED,Ingrid Reyes,500000.0
002527,9000010025,ISSUED,Foundry Supplies,500000.0
002528,9000010025,ISSUED,Willow Traders,500000.0
002529,9000010025,ISSUED,Ingrid Reyes,500000.0
002530,9000010025,ISSUED,Foundry Supplies,500000.0
002531,9000010025,ISSUED,Ingrid Reyes,500000.0
002532,9000010025,ISSUED,Willow Traders,500000.0
002533,9000010025,ISSUED,Diego Okafor,500000.0
002534,9000010025,ISSUED,Ingrid Reyes,500000.0
002535,9000010025,ISSUED,Foundry Supplies,500000.0
002536,9000010025,ISSUED,Diego Okafor,500000.0
002537,9000010025,ISSUED,Foundry Supplies,500000.0
002538,9000010025,ISSUED,Willow Traders,500000.0
002539,9000010025,ISSUED,Willow Traders,500000.0
002540,9000010025,ISSUED,Diego Okafor,500000.0
002541,9000010025,ISSUED,Foundry Supplies,500000.0
002542,9000010025,ISSUED,Ingrid Reyes,500000.0
002543,9000010025,ISSUED,Willow Traders,500000.0
002544,9000010025,ISSUED,Foundry Supplies,500000.0
002545,9000010025,ISSUED,Diego Okafor,500000.0
002546,9000010025,ISSUED,Ingrid Reyes,500000.0
002547,9000010025,ISSUED,Foundry Supplies,500000.0
002548,9000010025,ISSUED,Ingrid Reyes,500000.0
002549,9000010025,ISSUED,Foundry Supplies,500000.0
002600,9000010026,ISSUED,Dara Reyes,500000.0
002601,9000010026,ISSUED,Dara Reyes,500000.0
002602,9000010026,ISSUED,Nora Silva,500000.0
002603,9000010026,ISSUED,Willow Systems,500000.0
002604,9000010026,ISSUED,Willow Systems,500000.0
002605,9000010026,ISSUED,Dara Reyes,500000.0
002606,9000010026,ISSUED,Nora Silva,500000.0
002607,9000010026,ISSUED,Dara Reyes,500000.0
002608,9000010026,ISSUED,Nora Silva,500000.0
002609,9000010026,ISSUED,Willow Systems,500000.0
002610,9000010026,ISSUED,Dara Reyes,500000.0
002611,9000010026,ISSUED,Willow Systems,500000.0
002612,9000010026,ISSUED,Kwame Silva,500000.0
002613,9000010026,ISSUED,Willow Systems,500000.0
002614,9000010026,ISSUED,Dara Reyes,500000.0
002615,9000010026,ISSUED,Nora Silva,500000.0
002616,9000010026,ISSUED,Dara Reyes,500000.0
002617,9000010026,ISSUED,Willow Systems,500000.0
002618,9000010026,ISSUED,Willow Systems,500000.0
002619,9000010026,ISSUED,Nora Silva,500000.0
002620,9000010026,ISSUED,Dara Reyes,500000.0
002621,9000010026,ISSUED,Dara Reyes,500000.0
002622,9000010026,ISSUED,Kwame Silva,500000.0
002623,9000010026,ISSUED,Willow Systems,500000.0
002624,9000010026,ISSUED,Nora Silva,500000.0
002625,9000010026,ISSUED,Kwame Silva,500000.0
002626,9000010026,ISSUED,Nora Silva,500000.0
002627,9000010026,ISSUED,Willow Systems,500000.0
002628,9000010026,ISSUED,Nora Silva,500000.0
002629,9000010026,ISSUED,Willow Systems,500000.0
002630,9000010026,ISSUED,Willow Systems,500000.0
002631,9000010026,ISSUED,Nora Silva,500000.0
002632,9000010026,ISSUED,Dara Reyes,500000.0
002633,9000010026,ISSUED,Willow Systems,500000.0
002634,9000010026,ISSUED,Willow Systems,500000.0
002635,9000010026,ISSUED,Willow Systems,500000.0
002636,9000010026,ISSUED,Kwame Silva,500000.0
002637,9000010026,ISSUED,Nora Silva,500000.0
002638,9000010026,ISSUED,Kwame Silva,500000.0
002639,9000010026,ISSUED,Willow Systems,500000.0
002640,9000010026,ISSUED,Nora Silva,500000.0
002641,9000010026,ISSUED,Nora Silva,500000.0
002642,9000010026,ISSUED,Willow Systems,500000.0
002643,9000010026,ISSUED,Willow Systems,500000.0
002644,9000010026,ISSUED,Kwame Silva,500000.0
002645,9000010026,ISSUED,Dara Reyes,500000.0
002646,9000010026,ISSUED,Kwame Silva,500000.0
002647,9000010026,ISSUED,Kwame Silva,500000.0
002648,9000010026,ISSUED,Dara Reyes,500000.0
002649,9000010026,ISSUED,Dara Reyes,500000.0
002700,9000010027,ISSUED,Diego Okafor,500000.0
002701,9000010027,ISSUED,Maple Supplies,500000.0
002702,9000010027,ISSUED,Willow Systems,500000.0
002703,9000010027,ISSUED,Diego Okafor,500000.0
002704,9000010027,ISSUED,Maple Supplies,500000.0
002705,9000010027,ISSUED,Maple Supplies,500000.0
002706,9000010027,ISSUED,Willow Systems,500000.0
002707,9000010027,ISSUED,Diego Okafor,500000.0
002708,9000010027,ISSUED,Kwame Rossi,500000.0
002709,9000010027,ISSUED,Diego Okafor,500000.0
002710,9000010027,ISSUED,Willow Systems,500000.0
002711,9000010027,ISSUED,Diego Okafor,500000.0
002712,9000010027,ISSUED,Diego Okafor,500000.0
002713,9000010027,ISSUED,Maple Supplies,500000.0
002714,9000010027,ISSUED,Willow Systems,500000.0
002715,9000010027,ISSUED,Kwame Rossi,500000.0
002716,9000010027,ISSUED,Maple Supplies,500000.0
002717,9000010027,ISSUED,Diego Okafor,500000.0
002718,9000010027,ISSUED,Kwame Rossi,500000.0
002719,9000010027,ISSUED,Diego Okafor,500000.0
002720,9000010027,ISSUED,Kwame Rossi,500000.0
002721,9000010027,ISSUED,Willow Systems,500000.0
002722,9000010027,ISSUED,Kwame Rossi,500000.0
002723,9000010027,ISSUED,Willow Systems,500000.0
002724,9000010027,ISSUED,Diego Okafor,500000.0
002725,9000010027,ISSUED,Willow Systems,500000.0
002726,9000010027,ISSUED,Diego Okafor,500000.0
002727,9000010027,ISSUED,Kwame Rossi,500000.0
002728,9000010027,ISSUED,Willow Systems,500000.0
002729,9000010027,ISSUED,Diego Okafor,500000.0
002730,9000010027,ISSUED,Diego Okafor,500000.0
002731,9000010027,ISSUED,Maple Supplies,500000.0
002732,9000010027,ISSUED,Willow Systems,500000.0
002733,9000010027,ISSUED,Willow Systems,500000.0
002734,9000010027,ISSUED,Kwame Rossi,500000.0
002735,9000010027,ISSUED,Kwame Rossi,500000.0
002736,9000010027,ISSUED,Diego Okafor,500000.0
002737,9000010027,ISSUED,Kwame Rossi,500000.0
002738,9000010027,ISSUED,Diego Okafor,500000.0
002739,9000010027,ISSUED,Kwame Rossi,500000.0
002740,9000010027,ISSUED,Willow Systems,500000.0
002741,9000010027,ISSUED,Kwame Rossi,500000.0
002742,9000010027,ISSUED,Kwame Rossi,500000.0
002743,9000010027,ISSUED,Maple Supplies,500000.0
002744,9000010027,ISSUED,Willow Systems,500000.0
002745,9000010027,ISSUED,Diego Okafor,500000.0
002746,9000010027,ISSUED,Kwame Rossi,500000.0
002747,9000010027,ISSUED,Maple Supplies,500000.0
002748,9000010027,ISSUED,Kwame Rossi,500000.0
002749,9000010027,ISSUED,Kwame Rossi,500000.0
002800,9000010028,ISSUED,Kwame Rossi,500000.0
002801,9000010028,ISSUED,Ingrid Reyes,500000.0
002802,9000010028,ISSUED,Ingrid Reyes,500000.0
002803,9000010028,ISSUED,Kwame Rossi,500000.0
002804,9000010028,ISSUED,Foundry Systems,500000.0
002805,9000010028,ISSUED,Ingrid Reyes,500000.0
002806,9000010028,ISSUED,Kwame Rossi,500000.0
002807,9000010028,ISSUED,Kwame Rossi,500000.0
002808,9000010028,ISSUED,Ingrid Reyes,500000.0
002809,9000010028,ISSUED,Beacon Partners,500000.0
002810,9000010028,ISSUED,Beacon Partners,500000.0
002811,9000010028,ISSUED,Beacon Partners,500000.0
002812,9000010028,ISSUED,Foundry Systems,500000.0
002813,9000010028,ISSUED,Ingrid Reyes,500000.0
002814,9000010028,STOPPED,Kwame Rossi,500000.0
002815,9000010028,ISSUED,Kwame Rossi,500000.0
002816,9000010028,ISSUED,Foundry Systems,500000.0
002817,9000010028,ISSUED,Ingrid Reyes,500000.0
002818,9000010028,ISSUED,Foundry Systems,500000.0
002819,9000010028,ISSUED,Foundry Systems,500000.0
002820,9000010028,ISSUED,Beacon Partners,500000.0
002821,9000010028,ISSUED,Ingrid Reyes,500000.0
002822,9000010028,ISSUED,Kwame Rossi,500000.0
002823,9000010028,ISSUED,Ingrid Reyes,500000.0
002824,9000010028,ISSUED,Ingrid Reyes,500000.0
002825,9000010028,ISSUED,Kwame Rossi,500000.0
002826,9000010028,ISSUED,Ingrid Reyes,500000.0
002827,9000010028,ISSUED,Foundry Systems,500000.0
002828,9000010028,ISSUED,Foundry Systems,500000.0
002829,9000010028,ISSUED,Ingrid Reyes,500000.0
002830,9000010028,ISSUED,Ingrid Reyes,500000.0
002831,9000010028,ISSUED,Foundry Systems,500000.0
002832,9000010028,ISSUED,Foundry Systems,500000.0
002833,9000010028,ISSUED,Foundry Systems,500000.0
002834,9000010028,ISSUED,Foundry Systems,500000.0
002835,9000010028,ISSUED,Beacon Partners,500000.0
002836,9000010028,ISSUED,Kwame Rossi,500000.0
002837,9000010028,ISSUED,Foundry Systems,500000.0
002838,9000010028,ISSUED,Beacon Partners,500000.0
002839,9000010028,ISSUED,Beacon Partners,500000.0
002840,9000010028,ISSUED,Foundry Systems,500000.0
002841,9000010028,ISSUED,Ingrid Reyes,500000.0
002842,9000010028,ISSUED,Ingrid Reyes,500000.0
002843,9000010028,ISSUED,Beacon Partners,500000.0
002844,9000010028,ISSUED,Kwame Rossi,500000.0
002845,9000010028,ISSUED,Beacon Partners,500000.0
002846,9000010028,ISSUED,Foundry Systems,500000.0
002847,9000010028,ISSUED,Ingrid Reyes,500000.0
002848,9000010028,ISSUED,Beacon Partners,500000.0
002849,9000010028,ISSUED,Foundry Systems,500000.0
002900,9000010029,ISSUED,Sanjay Garcia,500000.0
002901,9000010029,ISSUED,Bluepeak Distributors,500000.0
002902,9000010029,ISSUED,Willow Holdings,500000.0
002903,9000010029,ISSUED,Sanjay Garcia,500000.0
002904,9000010029,ISSUED,Bluepeak Distributors,500000.0
002905,9000010029,ISSUED,Omar Novak,500000.0
002906,9000010029,ISSUED,Bluepeak Distributors,500000.0
002907,9000010029,ISSUED,Omar Novak,500000.0
002908,9000010029,ISSUED,Willow Holdings,500000.0
002909,9000010029,ISSUED,Omar Novak,500000.0
002910,9000010029,ISSUED,Bluepeak Distributors,500000.0
002911,9000010029,ISSUED,Willow Holdings,500000.0
002912,9000010029,ISSUED,Sanjay Garcia,500000.0
002913,9000010029,ISSUED,Willow Holdings,500000.0
002914,9000010029,ISSUED,Bluepeak Distributors,500000.0
002915,9000010029,ISSUED,Sanjay Garcia,500000.0
002916,9000010029,ISSUED,Sanjay Garcia,500000.0
002917,9000010029,ISSUED,Sanjay Garcia,500000.0
002918,9000010029,ISSUED,Willow Holdings,500000.0
002919,9000010029,ISSUED,Sanjay Garcia,500000.0
002920,9000010029,ISSUED,Sanjay Garcia,500000.0
002921,9000010029,ISSUED,Omar Novak,500000.0
002922,9000010029,ISSUED,Bluepeak Distributors,500000.0
002923,9000010029,ISSUED,Sanjay Garcia,500000.0
002924,9000010029,ISSUED,Omar Novak,500000.0
002925,9000010029,ISSUED,Bluepeak Distributors,500000.0
002926,9000010029,ISSUED,Sanjay Garcia,500000.0
002927,9000010029,STOPPED,Willow Holdings,500000.0
002928,9000010029,ISSUED,Sanjay Garcia,500000.0
002929,9000010029,ISSUED,Omar Novak,500000.0
002930,9000010029,ISSUED,Willow Holdings,500000.0
002931,9000010029,ISSUED,Omar Novak,500000.0
002932,9000010029,ISSUED,Willow Holdings,500000.0
002933,9000010029,ISSUED,Willow Holdings,500000.0
002934,9000010029,ISSUED,Omar Novak,500000.0
002935,9000010029,ISSUED,Sanjay Garcia,500000.0
002936,9000010029,ISSUED,Sanjay Garcia,500000.0
002937,9000010029,STOPPED,Bluepeak Distributors,500000.0
002938,9000010029,ISSUED,Bluepeak Distributors,500000.0
002939,9000010029,ISSUED,Omar Novak,500000.0
002940,9000010029,ISSUED,Omar Novak,500000.0
002941,9000010029,ISSUED,Omar Novak,500000.0
002942,9000010029,ISSUED,Sanjay Garcia,500000.0
002943,9000010029,ISSUED,Willow Holdings,500000.0
002944,9000010029,ISSUED,Willow Holdings,500000.0
002945,9000010029,ISSUED,Bluepeak Distributors,500000.0
002946,9000010029,ISSUED,Sanjay Garcia,500000.0
002947,9000010029,ISSUED,Bluepeak Distributors,500000.0
002948,9000010029,ISSUED,Willow Holdings,500000.0
002949,9000010029,ISSUED,Omar Novak,500000.0
003000,9000010030,ISSUED,Omar Novak,500000.0
003001,9000010030,ISSUED,Bluepeak Distributors,500000.0
003002,9000010030,ISSUED,Bluepeak Distributors,500000.0
003003,9000010030,ISSUED,Willow Systems,500000.0
003004,9000010030,ISSUED,Willow Systems,500000.0
003005,9000010030,ISSUED,Willow Systems,500000.0
003006,9000010030,ISSUED,Harbor Trading Co,500000.0
003007,9000010030,ISSUED,Omar Novak,500000.0
003008,9000010030,ISSUED,Omar Novak,500000.0
003009,9000010030,ISSUED,Bluepeak Distributors,500000.0
003010,9000010030,ISSUED,Willow Systems,500000.0
003011,9000010030,ISSUED,Harbor Trading Co,500000.0
003012,9000010030,ISSUED,Willow Systems,500000.0
003013,9000010030,ISSUED,Harbor Trading Co,500000.0
003014,9000010030,ISSUED,Harbor Trading Co,500000.0
003015,9000010030,ISSUED,Willow Systems,500000.0
003016,9000010030,ISSUED,Bluepeak Distributors,500000.0
003017,9000010030,ISSUED,Omar Novak,500000.0
003018,9000010030,ISSUED,Willow Systems,500000.0
003019,9000010030,ISSUED,Harbor Trading Co,500000.0
003020,9000010030,ISSUED,Omar Novak,500000.0
003021,9000010030,ISSUED,Bluepeak Distributors,500000.0
003022,9000010030,ISSUED,Harbor Trading Co,500000.0
003023,9000010030,ISSUED,Bluepeak Distributors,500000.0
003024,9000010030,ISSUED,Harbor Trading Co,500000.0
003025,9000010030,ISSUED,Bluepeak Distributors,500000.0
003026,9000010030,ISSUED,Willow Systems,500000.0
003027,9000010030,ISSUED,Willow Systems,500000.0
003028,9000010030,ISSUED,Bluepeak Distributors,500000.0
003029,9000010030,ISSUED,Harbor Trading Co,500000.0
003030,9000010030,ISSUED,Willow Systems,500000.0
003031,9000010030,ISSUED,Harbor Trading Co,500000.0
003032,9000010030,ISSUED,Bluepeak Distributors,500000.0
003033,9000010030,ISSUED,Willow Systems,500000.0
003034,9000010030,ISSUED,Bluepeak Distributors,500000.0
003035,9000010030,ISSUED,Harbor Trading Co,500000.0
003036,9000010030,ISSUED,Harbor Trading Co,500000.0
003037,9000010030,ISSUED,Bluepeak Distributors,500000.0
003038,9000010030,ISSUED,Bluepeak Distributors,500000.0
003039,9000010030,ISSUED,Omar Novak,500000.0
003040,9000010030,ISSUED,Harbor Trading Co,500000.0
003041,9000010030,ISSUED,Harbor Trading Co,500000.0
003042,9000010030,ISSUED,Bluepeak Distributors,500000.0
003043,9000010030,ISSUED,Omar Novak,500000.0
003044,9000010030,ISSUED,Bluepeak Distributors,500000.0
003045,9000010030,ISSUED,Omar Novak,500000.0
003046,9000010030,ISSUED,Harbor Trading Co,500000.0
003047,9000010030,ISSUED,Willow Systems,500000.0
003048,9000010030,ISSUED,Bluepeak Distributors,500000.0
003049,9000010030,ISSUED,Bluepeak Distributors,500000.0
003100,9000010031,ISSUED,Foundry Systems,500000.0
003101,9000010031,ISSUED,Foundry Systems,500000.0
003102,9000010031,ISSUED,Foundry Systems,500000.0
003103,9000010031,ISSUED,Foundry Systems,500000.0
003104,9000010031,ISSUED,Willow Systems,500000.0
003105,9000010031,ISSUED,Willow Systems,500000.0
003106,9000010031,ISSUED,Willow Systems,500000.0
003107,9000010031,ISSUED,Foundry Systems,500000.0
003108,9000010031,ISSUED,Nora Silva,500000.0
003109,9000010031,ISSUED,Foundry Systems,500000.0
003110,9000010031,ISSUED,Foundry Systems,500000.0
003111,9000010031,ISSUED,Willow Systems,500000.0
003112,9000010031,ISSUED,Willow Systems,500000.0
003113,9000010031,ISSUED,Bluepeak Distributors,500000.0
003114,9000010031,ISSUED,Bluepeak Distributors,500000.0
003115,9000010031,ISSUED,Foundry Systems,500000.0
003116,9000010031,ISSUED,Foundry Systems,500000.0
003117,9000010031,ISSUED,Willow Systems,500000.0
003118,9000010031,ISSUED,Nora Silva,500000.0
003119,9000010031,ISSUED,Willow Systems,500000.0
003120,9000010031,ISSUED,Bluepeak Distributors,500000.0
003121,9000010031,ISSUED,Foundry Systems,500000.0
003122,9000010031,ISSUED,Nora Silva,500000.0
003123,9000010031,ISSUED,Willow Systems,500000.0
003124,9000010031,ISSUED,Bluepeak Distributors,500000.0
